project_code,project_name,sector,state,agency,approval_date,original_cost,revised_cost,anticipated_cost,expenditure,original_doc,revised_doc,anticipated_doc,physical_progress_pct,schedule_status,report_month
N22000586,37 VIJAYAWADA KAZIPET BYEPASS LINE,RAILWAYS,Andhra Pradesh,N.A.) (N.A.,,226.72,,226.72,228.06,,,2025-12,0.0,ongoing_census,2025-03
N22000587,38 RENIGUNTA WADI GOOTY - BYPASS (SCR),RAILWAYS,Andhra Pradesh,N.A.) (N.A.,2016-04,302.0,,302.0,203.77,,,2025-12,50.0,ongoing_census,2025-03
N24000301,39 REHABILITATION AND UPGRADATION OF NH-219 FROM KM 58-600 TO KM 140-750 IN THE STATE OF ANDHRA PRADES,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2015-03,271.45,,271.45,238.23,2015-10,2021-05,2021-05,100.0,ongoing_census,2025-03
N24000811,40 CONSTRUCTION OF SIX LANING OF DEDICATED PORT ROAD TO KRISHNAPATNAM PORT (PACKAGE-I) KM 0+000 TO KM 1,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,,314.43,,348.72,85.61,2020-12,2022-12,2024-12,67.72,ongoing_census,2025-03
N24000931,41 REHABILITATION AND UPGRADATION OF EXISTING NH-167 FROM KM 14.900 TO KM 70.00 (DESIGN CH.14.900 TO 69,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2016-11,290.15,,236.16,205.02,2017-05,,2024-11,90.0,ongoing_census,2025-03
N24000937,42 REHABILITATION AND UPGRADATION OF NEW NH-544DD FROM DESIGN CHAINAGE KM 56.00 TO 102.20 OF KALYANDURG,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2018-03,289.67,290.0,285.29,254.19,2018-08,,2024-11,98.5,ongoing_census,2025-03
N24000964,43 CONSTRUCTION OF TIMMAPURAM TO GURJANAPALLE SECTION FROM KM 26.150 TO 41.161 OF NH- 214(NH216)(KAKINAD,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,,350.61,,411.18,457.55,2017-01,,2025-05,98.2,ongoing_census,2025-03
N24000969,44 CONSTRUCTION OF 2L+PS FROM PASARLAPUDI-DHINDI (105/700 TO 127.500 OF NH-214) OF NH-216,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2017-01,263.45,,263.45,261.15,2017-09,,2025-06,85.0,ongoing_census,2025-03
N24001301,45 6-LANING OF VIJAYAWADA BYPASS FROM GOLLAPUDI (DESIGN CH. 30+000) TO CHINNAKAKANI (DESIGN CH. 47+881),ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2019-11,1601.1,,1601.1,1341.86,2024-01,,2024-07,85.86,ongoing_census,2025-03
N24001386,46 REHABILITATION AND UPGRADATION TO 2-LANE WITH PAVED SHOULDERS CONFIGURATION OF PADERU- GONDIGUDA SECT,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2020-08,222.61,,222.61,173.53,2021-03,,2025-06,95.0,ongoing_census,2025-03
N24001476,47 CONSTRUCTION OF 4 LANE ACCESS CONTROLLED NEW GREENFIELD HIGHWAY SECTION OF NH 365BG FROM RECHARLA VI,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2021-09,517.05,,655.06,486.82,2022-09,2024-09,2025-06,85.13,ongoing_census,2025-03
N24001477,48 CONSTRUCTION OF 4 LANE ACCESS CONTROLLED NEW GREENFIELD HIGHWAY SECTION OF NH-365BG (KHAMMAM-DEVARAP,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.,2021-09,622.0,,817.91,505.64,2022-09,2024-09,2025-06,71.28,ongoing_census,2025-03
N24001817,49 6L OF CHILKARARUPET BYPASS FROM KM. 357.400 TO KM. 371.920 OF NH-16,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2019-02,757.45,,757.45,606.2,2023-03,2024-10,2024-10,97.82,ongoing_census,2025-03
N24001818,50 6L OF PONDAVAKKAM TO KANNIGAIPAIR FROM KM 96.040 TO KM 116.100 OF NH 716B (PKG-IV),ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.) (N.A.,2021-02,818.73,,1105.0,548.69,2025-01,,2025-01,23.73,ongoing_census,2025-03
N24001819,51 6L OF VEERA KAVERI RAJA PURAM TO PONDAVAKKAM FROM KM 61.380 TO KM 96.040 OF NH 716B (PKG-III),ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2021-03,1102.63,,1303.0,1072.39,2025-01,,2025-01,90.8,ongoing_census,2025-03
N24001820,52 6L OF VARADHARAJULA TO KUMARAJAPET FROM KM 0.000 TO KM 43.800 OF NH-716B (PKG-I),ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2021-02,1484.83,,1768.0,1476.55,2024-12,,2024-12,86.82,ongoing_census,2025-03
N24001821,53 BANGALORE CHENNAI EXPRESSWAY TO KM 156.000 (BANGARUPALEM TO GUDIP,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,PHASE-II PKG-III) FROM KM.127.000 (N.A.) (N.A.,2020-11,1137.74,,1289.0,1256.44,2024-10,,2024-10,93.73,ongoing_census,2025-03
N24001822,54 BANGALORE CHENNAI EXPRESSWAY KM 96.000 (BETHAMANGALA IN THE STATE,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,PHASE-II PKG-I) FROM KM.71.000 TO (N.A.) (N.A.,2020-12,1075.27,,1307.0,1068.78,2024-10,,2024-10,79.68,ongoing_census,2025-03
N24001823,55 4L OF MADANAPALLE TO PILERU SECTION FROM KM 0.000 TO KM 55.900 OF NH-71(PACKAGE-I) - N/05060/01002/A,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2022-01,1852.12,,1787.0,774.62,2025-01,2023-01,2025-01,82.75,ongoing_census,2025-03
N24001824,56 RENIGUNTA - POYYA - NAIDUPETA KM 124.60 TO KM 183.4 OF NH 71 - N/04027/06001/AP,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,,1863.09,,2238.0,1227.61,2024-01,2024-12,2024-12,98.45,ongoing_census,2025-03
N24001836,57 6L KANTAKAPALLE ? SABBAVARAM SECTION OF NH-130CD ROAD FROM KM 445.100 TO KM 464.662 (PKG-4),ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2021-02,824.29,,924.0,393.1,2024-10,,2025-12,70.0,ongoing_census,2025-03
N24001837,58 6L JAKKUVA ? KORLAM SECTION OF NH-130CD ROAD FROM KM 396.800 TO KM 421.100 (PKG 2),ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.,,663.6,,768.0,345.23,2024-03,2024-07,2025-06,97.74,ongoing_census,2025-03
N24001838,59 6L ALURU - JAKKUVA SECTION OF NH- 130CD ROAD FROM KM 365.033 TO KM 396.800 (PKG. 1),ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,,922.5,,1128.68,473.69,2024-03,,2025-06,80.0,ongoing_census,2025-03
N24001841,60 6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM KODUR 0.000 KMS TO VANAVOLU 24.300 KMS OF NH 544G PACKA,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2022-12,912.94,,912.94,238.59,2025-09,,2026-02,51.72,ongoing_census,2025-03
N24001842,61 6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANAVOLU 24.300 KM. TO VANKARAKUNTA 45.700 KM. OF NH 5,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2022-12,750.81,,750.81,145.15,2025-11,,2025-11,41.78,ongoing_census,2025-03
N24001843,62 6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANKARAKUNTA 45.700 KM. TO ODULAPALLE 72.000 KM. OF NH,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.) (N.A.,2022-12,992.89,,992.89,163.04,2025-11,,2025-11,37.4,ongoing_census,2025-03
N24001844,63 6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM ODULAPALLE 72.000 KM. TO NALLACHERUVUPALLI 96.300 KM.,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2022-12,1058.9,,1058.9,249.75,2025-10,,2025-10,40.86,ongoing_census,2025-03
N24001845,64 6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM NALLACHERUVU PALLI 96.300 KM. TO YERRAGUDIPADU 129.000,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2023-02,1253.24,,1253.24,154.53,2025-10,,2025-10,14.25,ongoing_census,2025-03
N24001846,65 6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM YERRAGUDIPADU 129.000 KM. TO AUDIREDDIPALLE 160.000 KM.,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2023-02,1200.42,,1200.42,57.89,2025-10,,2025-10,4.5,ongoing_census,2025-03
N24001847,66 6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM AUDIREDDIPALLE 160.000 KM. TO MALLAPALLE 176.000 KM. PA,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2023-01,956.14,,956.14,176.19,2025-11,,2025-11,35.14,ongoing_census,2025-03
N24001848,67 6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MALLAPALLE 176.000 KM. TO KAVULAKUNTLA 196.000 KM. PACK,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2023-02,909.02,,909.02,96.8,2025-10,,2025-10,11.05,ongoing_census,2025-03
N24001849,68 4L PS MYDUKUR BADVEL FROM KM 585.820 TO KM 630.960 SECTION OF NH 67,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,,1063.72,,1063.72,423.17,2025-07,,2025-09,66.57,ongoing_census,2025-03
N24001856,69 CONSTRUCTION OF 4-LANE HIGHWAY FROM SAMARLAKOTA TO ACHAMPETA JUNCTION (FROM KM. 0.000 TO KM. 12.250,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.) (N.A.,2023-05,648.75,,648.75,191.08,2025-08,,2025-08,54.13,ongoing_census,2025-03
N24001931,70 4 LANING OF BATHALAPALLI TO MUDIGUBBA SECTION (DESIGN CHAINAGE KM. 96.300 TO 129.300) INCLUDING BATH,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2022-03,536.0,,536.0,393.81,2025-02,,2025-02,98.0,ongoing_census,2025-03
N24001932,71 2L+PS FROM KM. 0+000 TO KM. 32+000 (MUDIGUBBA TO PUTTAPARTHI) OF NH-342,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2022-03,401.72,,401.72,189.74,2024-09,,2025-06,80.0,ongoing_census,2025-03
N24001933,72 MULAKALACHERUVU TO MADANAPALLE SECTION OF NH42 FROM KM 202.050 TO KM 245.640 EXCLUDING RETAINED STRE,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.) (N.A.,2021-12,480.1,,480.1,443.87,2024-12,,2024-12,100.0,ongoing_census,2025-03
N24001934,73 NH440 RAYACHOTY TOVEMPALLI 2LPS,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2021-12,439.82,,439.82,193.63,2024-05,,2025-07,27.0,ongoing_census,2025-03
N24001935,74 4 LANE WITH PAVED SHOULDER FROM KM 0.000 TO KM 51.119 OF TADIPATRI TO MUDDANUR OF NH67,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2022-03,724.17,,724.17,464.48,2025-08,,2025-08,97.38,ongoing_census,2025-03
N24001939,75 NH165 FROM KM 0.000 TO KM 64.020 PAMARRU TO AKIVEEDU SECTION TO TWO LANE WITH PAVED SHOULDERS,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2020-03,529.24,,529.24,312.17,2023-09,,2025-12,52.0,ongoing_census,2025-03
N24001942,76 2LPS FROM KM36.400 TO KM. 107.224 OF NH167BG FROM DUTTALUR TO KAVALI SECTION,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2021-03,423.67,,423.67,228.15,2024-07,,2025-03,61.0,ongoing_census,2025-03
N24001949,77 NH167B FROM KM 99.103 CS PURAM TO KM 143.320 MALAKONDA TO 2LPS,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2021-12,277.3,,277.3,195.88,2024-03,,2025-01,98.0,ongoing_census,2025-03
N24001950,78 NH167B FROM KM.143.320 MALAKONDA TO 189.050 SINGARAYAKONDA ON NH 16 TO TWO LANE WITH PAVED SHOULDERS,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2021-03,369.81,,369.81,303.78,2025-02,,2025-02,98.2,ongoing_census,2025-03
N24001951,79 NH167AD FROM MACHERLA TO DACHEPALLI FROM KM.0.000 TO 43.659 TO 2LPS,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2022-01,403.22,,403.22,291.77,2025-01,,2025-01,97.0,ongoing_census,2025-03
N24001952,80 NH 167 B KADAPA NELLORE BORDER TO CSPURAM I.E. FROM KM 58.635 TO KM 99.409,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.) (N.A.,2022-03,285.5,,285.5,195.59,2025-08,,2025-08,95.0,ongoing_census,2025-03
N24001953,81 NH-30-BHADRACHALAM TO KONTA SECTION 2LPS,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2021-12,388.71,,388.71,222.15,2024-09,,2025-03,80.0,ongoing_census,2025-03
N24001954,82 WIDENING TO 2LPS OF RAMPACHODAVARAM - KOYYURU SECTION OF NH516E FROM KM.43.700 TO KM 113.820,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2022-03,568.12,,568.12,341.83,2025-01,,2025-01,91.0,ongoing_census,2025-03
N24001955,83 GUDIWADA TOWN 2 LANE ROB AND ROAD IMPROVEMENT OF NH165 IN REPLACEMENT OF LC NO 3ESPL3 AT KM 231.700,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,,317.22,,317.22,184.83,2025-05,,2025-05,80.0,ongoing_census,2025-03
N24001956,84 2LPS FROM GONDIGUDA TO ARAKU BHALLAGUDA KM 27.480 TO KM 51.772 SECTION OF NH 516E,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2020-08,296.66,,296.66,217.41,2023-09,,2024-12,87.49,ongoing_census,2025-03
N24001957,85 2LPS OF KOYYURU TO CHAPRATHIPALEM SECTION OF NH 516E,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2020-08,349.29,,349.29,208.04,2024-07,,2025-06,76.0,ongoing_census,2025-03
N24001958,86 2LPS OF CHAPRATHIPALEM TO LAMBASINGI SECTION OF NH 516E,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2020-08,311.22,,311.22,148.54,2024-10,,2025-06,72.0,ongoing_census,2025-03
N24001959,87 4 LANE FROM KM 56.400 TO KM 120.300 FROM B.KOTHAPALLI JUNCTION TO GORANTLA OF NH 716G,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2022-03,839.98,,839.98,372.51,2025-09,,2025-09,67.0,ongoing_census,2025-03
N24001979,88 4L GREENFIELD ROAD CONNECTING NORTH AND SOUTH INDUSTRIAL CLUSTER OF KHANDALERU CREEK NEAR KRISHNAPAT,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.) (N.A.,2022-08,609.43,,609.43,25.24,2025-09,,2025-09,47.1,ongoing_census,2025-03
N24001980,89 4 LANING OF NH 544D FROM EXISTING KM 346.300 OF NH 44 (DESIGN CHAINAGE KM 0.000) TO KM 39.380 (DESIG,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2022-10,907.76,,907.76,381.66,2025-07,,2025-07,80.52,ongoing_census,2025-03
N24001981,90 CONSTRUCTION OF SIX LANING OF NAIDUPETA JUNCTION - TURPUKANUPUR SECTION FROM KM.57+046 TO KM.91+927,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,,1398.84,,1398.84,58.68,2025-10,,2025-10,11.22,ongoing_census,2025-03
N24001982,91 4L PS FROM KURNOOL (EXISTING KM. 5.400 OF NH-40/DESIGN KM.0.000) TO MANDLEM (EXISTING KM.38.000/DESI,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,,827.39,,827.39,331.84,2025-10,,2025-10,99.15,ongoing_census,2025-03
N24001983,92 4 LANING FROM EXISTING KM 39.380 (DESIGN CH. 37.000) TO KM 74.450 (DESIGN CH. 69.000) OF MUCHUKOTA ?,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.) (N.A.,2022-10,972.63,,1055.23,309.39,2025-08,,2025-08,50.16,ongoing_census,2025-03
N24001984,93 4L PS FROM MANDLEM (EXISTING KM. 38.000/DESIGN KM.30.600) TO ATMAKUR (EXISTING KM.73.000/DESIGN KM 6,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,,887.28,,887.28,233.9,2025-10,,2025-10,68.5,ongoing_census,2025-03
N24001985,94 BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-II) FROM KM.96.000 TO KM 127.000 (BAIREDDYPALLE TO BANGAR,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2021-03,1942.94,2171.0,2171.0,1546.07,2025-06,,2025-06,60.15,ongoing_census,2025-03
N24001986,95 4L OF PILERU TO KALUR SECTION FROM KM 55.900 TO KM 92.800 AND KM 94.500 TO KM 95.717,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,N.A.) (N.A.,2023-10,1047.32,,1047.32,301.2,2025-04,,2025-04,82.5,ongoing_census,2025-03
N24001987,"96 CONSTRUCTION OF 1 NOS ROB, 2 NOS VUPS, SERVICE ROADS, PROVISION OF LIGHTING AND CONSTRUCTION OF OTHE",ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,,152.05,,152.05,133.08,2024-12,,2024-12,76.61,ongoing_census,2025-03
N24001988,97 6L OF CHITTOOR TO THATCHUR FROM KUMARAJAPET TO VEERA KAVERI RAJA PURAM FROM KM 43.800 TO KM 61.380 O,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2021-02,591.99,703.0,703.0,496.65,2025-10,,2025-10,56.95,ongoing_census,2025-03
N24002033,98 CONSTRUCTION OF 4 LANE ACCESS CONTROLLED HIGHWAY FROM CHILLAKURU CROSS ROAD TO TURPUKANUPUR KM 0+000,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2022-07,909.47,,909.47,97.03,2025-12,,2025-12,24.84,ongoing_census,2025-03
N24002103,99 COMPLETION OF BALANCE WORKS PENDING IN BIT AND PIECES (INCOMPLETE STRETCH AT 7 LOCATIONS) AND LISTED,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2022-09,166.52,,166.52,49.12,2025-01,,2025-04,82.0,ongoing_census,2025-03
N24002122,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM NARAYANMPET (CH. 203+500) TO CHANDRASEKHARPURAM (CH. 22,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2024-02,813.66,,813.66,91.45,2026-02,,2026-02,20.1,ongoing_census,2025-03
N24002123,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM CHANDRASEKHARAPURAM (CH. 228+000) TO POLAVARAM (CH. 260,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2024-02,1292.65,,1292.65,134.57,2026-02,,2026-02,11.6,ongoing_census,2025-03
N24002124,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM POLAVARAM (CH. 260+000) TO MARRIPUDI (CH. 285+500) OF [,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2024-02,747.29,,747.29,118.29,2026-02,,2026-02,21.3,ongoing_census,2025-03
N24002125,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MARRIPUDI (CH. 285+500) TO SOMAVARAPPADU (CH. 314+600),ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2024-02,976.4,,976.4,196.9,2026-02,,2026-02,35.18,ongoing_census,2025-03
N24002126,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM SOMAVARAPPADU (CH.314.600) TO MUPPAVARAM (CH.343+240) O,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,NHAI,2024-02,1103.89,,1103.89,91.99,2026-02,,2026-02,8.9,ongoing_census,2025-03
N24002139,4-LANE WITH PAVED SHOULDERS FROM KM 32/0 TO KM 79/650 (DESIGN CHAINAGE KM 32+000 TO KM 78+760) PUTTA,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,MoRTH,2023-03,1318.57,,1318.57,377.1,2025-12,,2025-11,56.0,ongoing_census,2025-03
